Joint_0_Angle,Joint_1_Angle,Joint_2_Angle,Joint_3_Angle,Joint_4_Angle,Joint_0_Encoder,Joint_1_Encoder,Joint_2_Encoder,Joint_3_Encoder,Joint_4_Encoder
-0.009395498518537899,-0.007485065547494366,-0.03573838992164949,-0.0532153530149318,0.0008462868350117285,-0.031100829345519786,0.03545097071723691,-0.0156803475621855,-0.08019929079968578,0.023199536300873985
-0.07451524819234642,0.04014114026920781,0.0055069872551990326,0.08467447039784433,-0.031074123175113984,-0.07323347842950047,-0.003015691972363413,-0.014481174845451517,0.08418176578317997,-0.018928190849476157
0.004320363394413436,-0.06890443606405326,-0.04162979455233621,-0.08733461214994667,-0.05807949086387433,-0.015429919466623369,-0.05333209602382529,-0.07855535154951858,-0.09367048148151315,-0.04604487854275871
-0.017164812201580087,0.08196178003364203,0.052356739284219314,-0.052767737174302,0.022803338189563427,-0.011073094121532522,0.08439757652649181,0.04485521766694801,-0.033967232033908334,0.008489915963368948
0.057314722234048834,0.009610112461253605,-0.0061707285886619554,0.005782962011637214,-0.0157952168564537,0.0435798787933976,0.0007711286300948368,-0.021873616538131902,0.017884673554949083,-0.02521356104285722
-0.0725498361355041,0.05811078945560881,-0.007933287476956263,-0.028622621284848247,0.006562388281532907,-0.07299252597542664,0.07804858043848872,-0.025884858947089428,0.004886240900070723,0.030743226366746364
-0.08032451260893608,0.003394021318047307,0.099731183002061,0.10507458977125043,0.009664444151628338,-0.122958268921112,0.00694212535093232,0.10564760808981873,0.12686882227731192,-0.02360783283129559
-0.0006772823163886433,0.016091332252335968,-0.0056495624626359455,-0.04341935146224496,0.07225698737144672,-0.02316284256800033,0.03152059483075708,-0.009845288032688153,-0.04335011680596805,0.04769965791434719
0.006931103983676335,0.040153093641362866,0.059236122211552236,0.0012419206815059648,0.09260348615264942,0.0124068386383747,0.03617058910640243,0.052355085521037244,-0.018941585910175543,0.09645477877617094
0.05014217605223557,-0.015316248708215451,-0.016017989242781666,0.07705205205800493,0.0025042311600135384,0.02563325075494739,-0.0011069083299182717,-0.02411897056482716,0.06747109122847725,-0.019276778432007074
0.02036682196830823,0.0030479832364438755,0.06378697661962338,-0.012168573581956681,0.08043938343942766,0.017550741637712582,-0.02881056582201775,0.05159176599297415,-0.04008909924986243,0.0930760786384633
-0.012746419883951227,0.03310866875115823,0.038418473983976506,0.017164427969716792,-0.054786464976139766,-0.02140985069233657,0.005521737388469464,0.033526504395703,0.0017651887852256562,-0.0705975791271567
-0.07124505184797789,0.008548040656309631,-0.029778137789566315,-0.040523005923656936,-0.00886498972712206,-0.030032466135743494,0.028205957533255048,0.0005304325312644499,-0.021992260606255847,-0.026971980070418584
0.016533235307901527,-0.07367289154307063,-0.001973960612067359,0.061432211675404795,-0.04634410025302477,0.008843236620699205,-0.09837377275006266,0.008017739849616847,0.046597108666852814,-0.026718445961445434
0.013014402277748067,0.07684658686956265,-0.005711928215000356,0.07318810331122692,-0.0016481845718484048,0.022224363637721213,0.09539927716863905,0.024573366447904265,0.07185397490976426,-0.03660708928385794
-0.004437328812155573,0.06564378277664519,0.007456594558216978,0.005813840323519962,-0.10628855219012429,-0.023972207094147872,0.08440928861592109,0.011803375188841102,-0.03654083436483694,-0.08531953263414886
-0.04023445955632834,0.011070740822500097,0.01559966365307306,0.05704010168674053,-0.0147739920542427,-0.05659432916816595,-0.0001649080510035695,0.017117512238382225,0.04952735651098372,-0.02319215067969891
0.06009558656684682,0.04847043764175363,-0.0003526116558793674,0.03622131171398266,-0.01665799546393152,0.03634553751804431,0.06440419057192485,-0.00031223243474966527,0.039116516806335,-0.010915873633103165
-0.08484973385566534,0.042358791378108385,0.026413766091149513,-0.005284485737119864,-0.009272125319286117,-0.09055161037380152,0.04527996876809785,0.0006562049633023308,0.02776930125962588,0.006536472737761957
